url,question,context,answer
https://www.xacbank.mn/product/4,Бүтээгдэхүүнийн нөхцөл,Өрхийн зээл,"50 сая төгрөг хүртэл, 30 сар, 2.0%, 24.0%, 1%"
https://www.xacbank.mn/product/4,Тавигдах шаардлага,Өрхийн зээл,"Сүүлийн 6 сарын хугацаанд ажил, бизнес тогтвортой эрхэлсэн байх.
Зээлийн барьцаанд тавих хөдлөх болон үл хөдлөх хөрөнгөтэй байх..
Зээлийн муу түүхгүй байх.."
https://www.xacbank.mn/product/4,Бүрдүүлэх материал,Өрхийн зээл,"Хэрэглээний зээлийн өргөдөл (ХасБанкны салбараас эсхүлэнд даржтатаж авна уу)..
3х4 хэмжээний цээж зураг..
Зээл хүсэгч болон өрхийн гишүүдийн иргэний үнэмлэх, түүний хуулбар..
Зээл хүсэгч болон гэр бүлийн хөдөлмөр эрхэлдэг гишүүдийн НДДэвтэр, түүний хуулбар..
Зээл хүсэгч болон гэр бүлийн гишүүдийн НДДэвтэрт бодит цалин тусгагдаагүй бол цалингийн тодорхойлолт (ХасБанкны салбараас эсхүлэнд даржтатаж авна уу)..
Өрхийн гишүүд бизнесийн орлоготой бол бизнесийн орлогыг нотлох баримтууд..
Барьцаалуулах хөрөнгийн өмчлөлийн гэрчилгээ..
Банкны зүгээс шаардлагатай гэж үзсэн бусад нэмэлт материал.."
https://www.xacbank.mn/product/40,Давуу тал:,МИАТ кредит карт,"Дэлхийн хаана ч ашиглах боломжтой кредит карт..
Цуглуулсан “миль”-ээ ашиглан онгоцны тийз авах, “Чингис Хаан” онгоцны буудлын бизнес лоунжаар үйлчлүүлэх..
Сар бүр дэлгэрэнгүй төлбөрийн нэхэмжлэхээ интернэт банкаар харах..
ХасИнфо буюу мессежээр гүйлгээ мэдэгдэх үйлчилгээ үнэгүй авна..
Төлбөр төлөх өдөр нийт нэхэмжилсэн дүнг бүрэн төлбөл худалдан авалтын хүүгээс чөлөөлөгдөх боломжтой.."
https://www.xacbank.mn/product/40,"""Миль"" цуглуулах боломжууд:",МИАТ кредит карт,"10,000 төгрөгийн худалдан авалтын гүйлгээ тутам 1 миль..
Монгол улсад ХасБанкны карт уншигч төхөөрөмжид картаа уншуулаад “миль” цуглуулах..
Гадаадад аль ч банкы карт уншигч төхөөрөмжид картаа уншуулан “миль” цуглуулна.."
https://www.xacbank.mn/product/40,Бүтээгдэхүүнийн нөхцөл,МИАТ кредит карт,"Дансны валют, Төгрөг
Жилийн хураамж, 30,000 төг
Зээлийн эрхийн дээд хэмжээ, 25,000,000 төг
Зээлийн эрхийн доод хэмжээ, 1,500,000 төг
Худалдан авалтын гүйлгээний хүү, 2% /сарын/, 24% /жилийн/
Бэлэн мөнгөний гүйлгээний хүү /сар/, 2.8% /сарын/, 33.6% /жилийн/"
https://www.xacbank.mn/product/40,"""Миль"" ашиглан МИАТ-с худалдан авах боломжтой бүтээгдэхүүн, үйлчилгээ:",МИАТ кредит карт,"Бээжин, 7,500, 15,000, 10,000, 20,000, 6,000/12,000, 3,000
Сөүл, 12,500, 25,000, 15,500, 31,000, 10,000/20,000, 4,000
Хонгконг, 18,500, 37,000, 22,500, 45,000, 15,000/30,000, 5,500
Токио, 19,000, 38,000, 23,500, 47,000, 15,000/30,000, 4,500
Москва, 29,000, 58,000, 36,000, 72,000, 23,000/46,000, 5,500
Берлин, 38,500, 77,000, 48,000, 96,000, 31,000/62,000, 9,000
Франкфурт, 38,500, 77,000, 48,000, 96,000, 31,000/62,000, 9,000
Москва - Берлин, 10,000, 20,000, 15,000, 30,000, 8,000/16,000, 5,000
Пусан, 15,000, 30,000, 18,500, 37,000, 15,000/30,000, 4,500
Бангкок, 22,500, 45,000, 27,500, 55,000, 23,000/46,000, 6,000"
https://www.xacbank.mn/product/40,"Бусад бүтээгдэхүүн, үйлчилгээ:",МИАТ кредит карт,"Бизнес хүлээлгийн танхимаар үйлчлүүлэх, 1,000
Аялалын дэр, 550
Зангианы хавчаар, 700
Паспорт, бичиг баримтын гар цүнх, 650
Цамц болон зангианы цүнх, 850
Флаш диск, 1,000
Ширээний Сувинер /Боинг 767 агаарын хөлөг/, 1,350
Бугуйн цаг модел 3609S3, 3,500
Бугуйн цаг модел M6601SS-D, 2,500
Бугуйн цаг модел 3613B1, 4,500
Онгоцны модель 1:100, 6,000
Онгоцны модель 1:200, 4,500
Боррусия Дортмунд түлхүүрийн оосор, 1,500
Боррусия Дортмунд шаазан аяга, 1,500
Боррусия Дортмунд ЭММА чихмэл тоглоом, 2,500
Боррусия Дортмунд 3 өнгө бүхий бал, 1,000
Боррусия Дортмунд бал, 1,000"
https://www.xacbank.mn/product/40,"""Миль""-ээ зарцуулах бол:",МИАТ кредит карт,"Хүсэлт гаргаснаас хойш 24-72 цагийн дараа та “миль”-ээ зарцуулах боломжтой болно.
No link found. Check URL: https://www.xacbank.mn/product/40"
https://www.xacbank.mn/product/42,Давуу тал,Захиалгат гүйлгээ,"Үнэт цаг хугацаагаа хэмнэх..
Хямд өртөгөөр шилжүүлэгийн гүйлгээг автоматаар хийлгэх..
Тогтмол хугацаанд хуримтлалдаа орлого нэмэх.."
https://www.xacbank.mn/product/42,Бүтээгдэхүүнийн нөхцөл,Захиалгат гүйлгээ,"Гэрээ байгуулахад, Үнэгүй
Гэрээний дагуу хийгдэх гүйлгээ бүрээс, Шимтгэлгүй
Гэрээний нөхцөлд өөрчлөлт оруулахад, Шимтгэлгүй"
https://www.xacbank.mn/product/43,Давуу тал:,ЮнионПэй энгийн карт,"Монгол Улс болон гадаад оронд төлбөр тооцоогоо саадгүй гүйцэтгэх..
Та төгрөгийн дансаа ашиглаж гадаадад төлбөр, тооцоо гүйцэтгэх боломжтой бөгөөд энэ тохиолдолд гүйлгээ хийсэн валютын төрлөөс хамааран банк бэлэн бус ханшаар хөрвүүлэн тооцно..
Мөн та хүсвэл картандаа төгрөг, юань, ам.доллар гэсэн 3 валютын данс холбох боломжтой..
Ямар валютаар гүйлгээ хийж байгаагаас хамаарч Таны картандаа холбуулсан ижил валютын данстай шууд харьцаж гүйлгээ хийх тул ханшийн зөрүүнээс алдагдал хүлээхгүй..
Картын дансандаа барьцаа (дансны доод үлдэгдэл) байршуулах шаардлагагүй..
ХасБанкны харилцах дансаа картдаа холбуулан ашиглах..
Зээлийн эрх нээлгэх..
Монгол улс болон гадаад улс дахь картаар үйлчлэгч байгууллагаар үйлчлүүлэх боломжтой..
""Өвөр Монголын Банк""-ны салбараас бэлэн юань авах боломжтой.."
https://www.xacbank.mn/product/43,Картын үйлчилгээний нөхцөл:,ЮнионПэй энгийн карт,"Жилийн хураамж, 10,000 төг
Дансанд заавал байлгах үлдэгдэл, 0 төг
Өдөрт зарлагадах бэлэн мөнгөний дээд хязгаар, 5,000,000 төг
Худалдан авалтын гүйлгээний дээд хязгаар, 5,000,000 төг
Карт нөхөн авах, 10,000 төг
Пин код сэргээх /салбарт/, 1000 төг
Пин код солих /АТМ/, 0 төг
Бэлэн мөнгө авах, ХасБанкны АТМ, 0₮
Гадаадын банкнаас /АТМ/, 1.5% (хамгийн багадаа 3.000₮)
ХасБанкны салбараас ам.доллар, юань авах, 0.25%
ХасБанкны салбараас төгрөг авах, 200₮
АТМ дээр дансны үлдэгдэл шалгах, ХасБанкны АТМ, 0₮
Дотоодын бусад банк, 200₮
Гадаадын АТМ, 1000₮ буюу тэнцэхүйц валют
“Өвөр Монголын Банк”-ны салбараас бэлэн мөнгө авах, Нэг өдөрт авах бэлэн мөнгөний дээд хязгаар 200,000 юань /түүнтэй тэнцэх валют/
Нэг удаагийн гүйлгээ нь 10,000 юань /түүнтэй тэнцэх валют/-аас доошгүй байна"
https://www.xacbank.mn/product/43,Бүрдүүлэх материал:,ЮнионПэй энгийн карт,"Монгол улсын иргэн бол - иргэний үнэмлэх эсхүл гадаад паспорт..
Гадаадын иргэн бол - түр оршин суух үнэмлэх.."
https://www.xacbank.mn/product/44,Давуу тал:,Платинум карт (UPI),"Монгол Улс болон гадаад оронд төлбөр тооцоогоо саадгүй гүйцэтгэх..
Та төгрөгийн дансаа ашиглаж гадаадад төлбөр, тооцоо гүйцэтгэх боломжтой бөгөөд энэ тохиолдолд гүйлгээ хийсэн валютын төрлөөс хамааран банк бэлэн бус ханшаар хөрвүүлэн тооцох болно..
Мөн та хүсвэл картандаа төгрөг, юань, ам.доллар гэсэн 3 валютын данс холбох боломжтой..
Ямар валютаар гүйлгээ хийж байгаагаас хамаарч Таны картандаа холбуулсан ижил валютын данстай шууд харьцаж гүйлгээ хийх тул ханшийн зөрүүнээс алдагдал хүлээхгүй..
Картын дансандаа барьцаа (дансны доод үлдэгдэл) байршуулах шаардлагагүй..
ХасБанкны харилцах дансаа картандаа холбуулж ашиглах..
Зээлийн эрх нээлгэх..
Хөнгөлөлттэй нөхцлөөр дэд карт нээлгэх..
Интернэт банк ашиглан картын дансаа 24 цаг хянах.
“Өвөр Монголын Банк”-ны салбараас бэлэн юань авах боложтой.."
https://www.xacbank.mn/product/44,Картын үйлчилгээний нөхцөл:,Платинум карт (UPI),"Жилийн хураамж, 100,000 төг
Өдөрт зарлагадах бэлэн мөнгөний дээд хязгаар, 20,000,000 төг
Худалдан авалтын гүйлгээний дээд хязгаар, 20,000,000 төг
Карт нөхөн авах, -
ПИН код нөхөн авах, -
Бэлэн мөнгө авах, ХасБанкны АТМ, 0₮
Гадаадын банкнаас /АТМ, ПОС/, 1.5% (хамгийн багадаа 3.000₮)
ХасБанкны салбараас ам.доллар, юань авах, 0.25%
ХасБанкны салбараас төгрөг авах, 200₮
АТМ дээр дансны үлдэгдэл шалгах, ХасБанкны АТМ, 0₮
Дотоодын бусад банк, 200₮
Гадаадын АТМ, 1000₮ буюу тэнцэхүйц валют
“Өвөр Монголын Банк”-ны салбараас бэлэн мөнгө авах, Нэг өдөрт авах бэлэн мөнгөний дээд хязгаар 200,000 юань /түүнтэй тэнцэх валют/
Нэг удаагийн гүйлгээ нь 10,000 юань /түүнтэй тэнцэх валют/-аас доошгүй байна"
https://www.xacbank.mn/product/44,Бүрдүүлэх материал:,Платинум карт (UPI),"Монгол улсын иргэн бол - иргэний үнэмлэх эсхүл гадаад паспорт..
Гадаадын иргэн бол - түр оршин суух үнэмлэх.."
https://www.xacbank.mn/product/46,Давуу тал:,Энгийн карт,"Интернэт худалдааны вэб сайтуудаас худалдан авалт хийх..
Гадаад, дотоодод төлбөр тооцоогоо хурдан, шуурхай, найдвартай гүйцэтгэх..
Бэлэн бус төлбөр тооцоог шимтгэлгүй гүйцэтгэх..
Орчин үеийн өндөр нууцлал бүхий чип технологитой..
Интернэт худалдан авалтын давхар хамгаалалттай бөгөөд таны гүйлгээ бүр нууц кодоор баталгаажина.."
https://www.xacbank.mn/product/46,Картын үйлчилгээний нөхцөл:,Энгийн карт,"Хүчинтэй хугацаа, 5 жил
Жилийн хураамж, 10,000 төг
Өдөрт зарлагадах бэлэн мөнгөний дээд хязгаар, 5,000,000 төг
Худалдан авалтын гүйлгээний дээд хязгаар, 5,000,000 төг
Карт нөхөн авах, 10,000 төг
ПИН код сэргээх /салбарт/, 1,000 төг
ПИН код солих /АТМ/, 0 төг
Бэлэн мөнгө авах, ХасБанкны АТМ, 0₮
Гадаадын банкнаас /АТМ/, 1.5% (хамгийн багадаа 3.000₮)
ХасБанкны салбараас ам.доллар авах, 0.25%
ХасБанкны салбараас төгрөг авах, 200₮
АТМ дээр дансны үлдэгдэл шалгах, ХасБанкны АТМ, 0₮
Дотоодын бусад банк, 200₮
Гадаадын АТМ, 1000₮ буюу тэнцэхүйц валют"
https://www.xacbank.mn/product/46,Бүрдүүлэх материал:,Энгийн карт,"Монгол улсын иргэн бол - иргэний үнэмлэх эсхүл гадаад паспорт..
Гадаадын иргэн бол - түр оршин суух үнэмлэх.."
https://www.xacbank.mn/product/48,Үйлчилгээнүүд,Дижитал банк,"Та ХасБанканд данстай бол салбарт очилгүйгээр Дижитал банканд бүртгүүлж, банкны үйлчилгээг хурууны үзүүрээр аваарай.."
https://www.xacbank.mn/product/48,Бүтээгдэхүүнийн нөхцөл,Дижитал банк,"Элсэлтийн хураамж, 0 төг
Жилийн хураамж, 0 төг
ХасБанкны данс хооронд шилжүүлэг хийх, 0 төг
Банк хооронд шилжүүлэг хийх, 200* төг, 0.2 ам.доллар, 0.2 евро
Банк хооронд шилжүүлэг хийх /тогтоосон хязгаараас өндөр/**, 500 төг, 0.5 ам.доллар, 0.5евро
Нэг удаагийн гүйлгээний хязгаар, 20,000,000 төг
Нэг өдрийн гүйлгээний хязгаар, 20,000,000 төг
Дансны тодорхойлолт авах, Зээлийн дансны тодорхойлолт, 3,000 төг
Карт, Харилцах, хадгаламжийн дансны тодорхойлолт, 5,000 төг
30,000  төг14 хоног буюу түүнээс доош хугацаанд:Данс нээлгэсэн;Хамтран эзэмшигч нэмж оруулсан;Тодорхойлолтод тусгаж буй мөнгөн хөрөнгийн дүнгийн 70-аас дээш хувь дансанд орсон бол"
https://www.xacbank.mn/product/48,Үйлчилгээнд бүртгүүлэх,Дижитал банк,"XacBank Digital апп татаж авах эсхүл вэбээр нэвтрэх болhttps://digital.xacbank.mn/XACBaseApp/дарна уу..
Өөрт ойр байрлах ХасБанкны дурын салбар, нэгжид иргэний цахим үнэмлэхээ авч очно уу.."
https://www.xacbank.mn/product/5,Давуу тал:,Хэрэглээний худалдан авалтын зээл,"Зээлийн хугацаандаа зардал их гаргадаг баяр ёслол, амралтын үед нэг сарын зээлийн үндсэн төлбөрөөс чөлөөлөгдөж, зөвхөн зээл хүүг төлөх боломжтой..
3 сая төгрөг хүртэлх үнэ бүхий эд зүйлс худалдан авч буй бол худалдан авч буй эд хөрөнгө нь 100 хувь барьцаа хөрөнгө болно. Таниас урьдчилгаа төлбөр болон нэмэлт барьцаа хөрөнгө шаардахгүй. /Гар утас худалдан авах тохиолдолд хамаарахгүй/..
3 саяаас дээш үнийн дүнтэй эд зүйлс худалдан авах гэж байгаа бол урьдчилгаа төлбөр төлөх эсвэл түүнтэй тэнцэх хэмжээтэй нэмэлт барьцаа барьцаалуулж болно. Ингэснээр та урьдчилгаа төлбөрөө хараахан бүрдүүлж амжаагүй ч нэмэлт барьцаа барьцаалуулан хүссэн худалдан авалтаа 100 хувийн санхүүжилтээр авах боломжтой.."
https://www.xacbank.mn/product/5,Бүтээгдэхүүнийн нөхцөл:,Хэрэглээний худалдан авалтын зээл,"50 сая төгрөг хүртэл, 30 сар, 2.0%, 24.0%, 1%"
https://www.xacbank.mn/product/5,Тавигдах шаардлага:,Хэрэглээний худалдан авалтын зээл,"Сүүлийн 6 сарын хугацаанд ажил бизнес тогтвортой эрхэлсэн байх..
Зээлийн муу түүхгүй байх.."
https://www.xacbank.mn/product/5,Бүрдүүлэх материал:,Хэрэглээний худалдан авалтын зээл,"Худалдан авалтын зээлийн өргөдөл (ХасБанкны салбараас эсхүлэнд даржтатаж авна уу)..
3х4 хэмжээний цээж зураг..
Зээл хүсэгч болон өрхийн гишүүдийн иргэний үнэмлэх, түүний хуулбар..
Зээл хүсэгч болон гэр бүлийн хөдөлмөр эрхэлдэг гишүүдийн НДДэвтэр, түүний хуулбар..
Зээл хүсэгч болон гэр бүлийн гишүүдийн НДДэвтэрт бодит цалин тусгагдаагүй бол цалингийн тодорхойлолт (ХасБанкны салбараас эсхүлэнд даржтатаж авна уу)..
Өрхийн гишүүд бизнесийн орлоготой бол бизнесийн орлогыг нотлох баримтууд..
Худалдан авах барааны нэхэмжлэх..
Банкны зүгээс шаардлагатай гэж үзсэн бусад нэмэлт материал.."
https://www.xacbank.mn/product/50,Үйлчилгээний боломжууд,Мобайл банк үйлчилгээ,"Дансны үлдэгдэл шалгах, хуулга харах..
Банк хоорондын гүйлгээ хийх..
Өөрийн данс хооронд гүйлгээ хийх..
ХасБанкны данс хооронд гүйлгээ хийх..
Хадгаламж барьцаалсан зээл авах..
Зээлийн төлбөр шалгах..
Зээл төлөх..
Пин код солих..
Мобикомын үйлчилгээ.Нэгж цэнэглэх /өөрийн болон бусдын дугаарыг/.Дата багц /зөвхөн өөрийн дугаарт/.Ярианы төлбөр харах, төлөх /дараа төлбөрт болон хосолсон төлбөрт үйлчилгээ/.Мобинет Wi-Fi картууд авах.Мобинетийн өрхийн интернэтийн төлбөр төлөх..
Нэгж цэнэглэх /өөрийн болон бусдын дугаарыг/..
Дата багц /зөвхөн өөрийн дугаарт/..
Ярианы төлбөр харах, төлөх /дараа төлбөрт болон хосолсон төлбөрт үйлчилгээ/..
Мобинет Wi-Fi картууд авах..
Мобинетийн өрхийн интернэтийн төлбөр төлөх..
Юнителийн үйлчилгээ.Нэгж цэнэглэх.Ярианы төлбөр харах, төлөх.Юнивишний төлбөр харах, төлөх..
Нэгж цэнэглэх..
Ярианы төлбөр харах, төлөх..
Юнивишний төлбөр харах, төлөх..
Скайтел үйлчилгээ.Нэгж цэнэглэх.Ярианы төлбөр төлөх..
Нэгж цэнэглэх..
Ярианы төлбөр төлөх.."
https://www.xacbank.mn/product/50,Давуу тал,Мобайл банк үйлчилгээ,"Банк хоорондын гүйлгээ хийх боломжтой..
Бүх төрлийн гар утсаар ашиглах боломжтой..
Гар утсанд нэмэлт аппликейшн суулгах шаардлагагүй..
Интернэт холболт шаардлагагүй..
Үйлчилгээнд бүртгэлийн болон жилийн хураамж байхгүй.."
https://www.xacbank.mn/product/50,Үйлчилгээний нөхцөл,Мобайл банк үйлчилгээ,"Үйлчилгээний эрх нээлгэх, Хураамжгүй
Жилийн хураамж, Хураамжгүй
Шилжүүлэг хийх (Банк дотор), 100 төгрөг
Шилжүүлэг хийх (Банк хооронд), 300 төгрөг
Нэг өдрийн гүйлгээний хязгаар, 5,000,000 төгрөг"
https://www.xacbank.mn/product/50,Үйлчилгээнд бүртгүүлэх,Мобайл банк үйлчилгээ,"Та ХасБанкны лавлах утас 1800-1888 руу залган бүртгүүлж болохоос гадна өөрт ойр байрлах ХасБанкны салбар, нэгжид иргэний цахим үнэмлэхийг авч очно уу.
No link found. Check URL: https://www.xacbank.mn/product/50"
https://www.xacbank.mn/product/51,ХacИНФО үйлчилгээний ач холбогдол:,XacИнфо үйлчилгээ,"Дансныхаа хөдөлгөөнийг тогтмол хянана..
Төлбөрийн картаа алдсанаас гарах аливаа эрсдэлээс хамгаална..
Цахим сувгаар төлбөр тооцоо хийхэд илүү гүйлгээ хийгдэж магадгүй гэж санаа зовох шаардлагагүй..
Зээл төлөх өдөр, төлөх зээлийн дүнгээ тодорхой мэддэг болсноор мөнгөн урсгалаа зөв зохицуулна.."
https://www.xacbank.mn/product/51,Үйлчилгээний онцлог:,XacИнфо үйлчилгээ,"Дотоодын бүх төрлийн карт, харилцах, хадгаламжийн дансанд хийгдсэн гүйлгээний мэдээллийг хүргэнэ..
Хэдэн ч харилцах, хадгаламж, карт болон зээлийн данс холбуулах боломжтой..
Хүүхдийнхээ “Ирээдүйн саятан” хадгаламжийн дансанд хийгдсэн гүйлгээний мэдээллийг авах боломжтой..
Мэдэгдэл авах гүйлгээний төрөл болон дүнгийн доод хэмжээг өөрийн хүсэлтээр тогтоох боломжтой..
Гүйлгээний мэдэгдэлтэй хамт дансны үлдэгдлийн тухай мэдээлэл авч байх сонголттой..
Зээлийн эргэн төлөлтийн мэдэгдэлтэй хамт төлөх төлбөрийн дүнгийн тухай мэдээлэл авч байх сонголттой..
Мэдэгдлийг SMS-ээр болон И-мэйлээр хүлээн авах сонголттой.."
https://www.xacbank.mn/product/51,Үйлчилгээний нөхцөл:,XacИнфо үйлчилгээ,"Үйлчилгээнд бүртгүүлэхэд үнэгүй. Харилцагчид мэдээлэл хүргэх бүрд шимтгэлийг шимтгэлийн данснаас суутгах ба харилцагч шимтгэл суутгах дансаа сонгоно.
No link found. Check URL: https://www.xacbank.mn/product/51"
https://www.xacbank.mn/product/51,Үйлчилгээнд бүртгүүлэх,XacИнфо үйлчилгээ,"Та өөрт ойр байрлах ХасБанкны салбар, тооцооны төвд иргэний үнэмлэхээ авч очин бүртгүүлэх боломжтой..
ХасБанкны лавлах утас 1800-1888 тусгай дугаарт холбогдсоноор мөн бүртгүүлэх боломжтой.."
https://www.xacbank.mn/product/52,Үндсэн боломжууд:,QPay үйлчилгээ,"Өөрийн хүссэн данс дээр өөрийн QR код үүсгэх, үүсгэсэн кодоо бусдад илгээх..
Бусдын QR кодыг уншуулж төлбөр шилжүүлгийн гүйлгээг маш хурдан хугацаанд хийж гүйцэтгэх..
QPay үйлчилгээгээр төлбөр хүлээн авагчийн таних тэмдэг бүхий худалдаа үйлчилгээний газар худалдан авсан бараа үйлчилгээнийхээ төлбөрийг төлөх.
QPay үйлчилгээгээр хийсэн өөрийн гүйлгээний төлбөрийн түүх харах..
QPay үйлчилгээгээр худалдан авсан бараа үйлчилгээний төлбөрийн НӨАТУС баримтыг нөхөж авах.Жич: QPay үйлчилгээний төлбөр хүлээн авагчаар qPay үйлчилгээний мерчантын сүлжээнд бүртгүүлсэн, НӨАТУС-ын сүлжээнд холбогдсон байх.."
https://www.xacbank.mn/product/52,QPay үйлчилгээг ашиглахын тулд тавигдах шаардлага:,QPay үйлчилгээ,"Интернэт банкны үйлчилгээний хэрэглэгч байх..
Android, iPhone төрлийн утастай бөгөөд ХасБанк АПП-ын QPay үйлчилгээний цэс бүхий сүүлийн хувилбарыг суулгасан байх..
Интернэт холболт бүхий орчинд байх.."
https://www.xacbank.mn/product/52,"Хураамж, шимтгэл:",QPay үйлчилгээ,"QPay үйлчилгээг ашиглан ХасБанк дотор төлбөрийн шилжүүлэг хийхэд ямар нэгэн шимтгэл хураамж байхгүй. Харин төлбөр хүлээн авагч нь QPay үйлчилгээнд нэгдсэн өөр банкны харилцагч бөгөөд тухайн банкны АПП дээрээс үүсгэсэн QR кодыг уншуулж шилжүүлэг хийж байгаа бол банк хоорондын гүйлгээний шимтгэл болох 300-500 төгрөгийн шимтгэлтэй.
No link found. Check URL: https://www.xacbank.mn/product/52"
https://www.xacbank.mn/product/52,Үйлчилгээнд бүртгүүлэх:,QPay үйлчилгээ,"Та ХасБанкны интернэт банкны хэрэглэгчээр бүртгүүлсэн л бол QPay үйлчилгээг ашиглах боломжтой. Интернэт банкны хэрэглэгч биш бол өөрт ойр байрлах ХасБанкны аль ч салбарт ирж бүртгүүлээрэй.
No link found. Check URL: https://www.xacbank.mn/product/52"
https://www.xacbank.mn/product/52,Хэрхэн гар утсандаа суулгах Вэ?,QPay үйлчилгээ,"App Store-д нэвтэрнэ.XacBank гэж хайна.Хайлтын дүнд гарсан аппликейшн дээр дарна.Free  товчийг дарна.Install товч дээр дарж Apple ID болон нууц үгээ оруулснаар татаж эхлэх ба татаж дуусахад төхөөрөмж дээр аппликейшн автоматаар сууна.Татах холбоос:App Store, Google Play-д нэвтэрнэ.XacBank гэж хайна.Хайлтын дүнд гарсан аппликейшн дээр дарна.Install товч дээр дарна.Accept and Download товч дээр дарснаар татаж эхлэх ба татаж дууссаны дараа төхөөрөмж дээр аппликейшн автоматаар сууна.Татах холбоос:Google play"
https://www.xacbank.mn/product/54,ГАДААД РУУ МӨНГӨ ГУЙВУУЛАХ ТАНЫ БОДСОНООС Ч ХЯЛБАР,S.W.I.F.T,"Бид харилцагчиддаа дэлхийн аль ч улс руу төлбөр шилжүүлэх үйлчилгээг гэрээсээ, албан тасалгаанаасаа, гар утаснаасаа, эсхүл ХасБанкны Улаанбаатар хот болон 21 аймагт байрлах бүх салбар нэгжүүдээрээ дамжуулан хэдхэн хормын дотор авах боломжийг олгож байна.
No link found. Check URL: https://www.xacbank.mn/product/54"
https://www.xacbank.mn/product/54,"Онцлог, давуу талууд",S.W.I.F.T,"Төлбөр тооцоог хамгийн өргөн сүлжээ бүхий S.W.I.F.T сүлжээгээр дамжуулан түргэн шуурхай, найдвартай хийнэ..
Хамгийн түгээмэл хэрэглэгддэг 11 төрлийн гадаад валютаар төлбөр гүйцэтгэнэ. Үүнд:USD,EUR,CNY,JPY,KRW,AUD,GBP,CAD,HKD,SGD..
ХасБанкны Улаанбаатар хот болон 21 аймагт байрлах 100 гаруй салбар, нэгжээс үйлчилгээ авах, гуйвуулга хийх..
Интернэт, мобайл банкны үйлчилгээг ашиглан гэрээсээ, албан тасалгаанаасаа, хүссэн газраасаа гүйлгээ хийх..
Гуйвуулга шилжүүгийн талаар лавлагаа, мэдээлэл авах..
Шимтгэл хураамж өрсөлдөхүйц.."
https://www.xacbank.mn/product/56,Анхаарах зүйлс,Гадаад руу мөнгө гуйвуулах,"Төлбөрийн даалгаварт төлбөр хүлээн авагчийн банкны мэдээлэл, дансны дугаар, дэлгэрэнгүй хаяг, утасны дугаар болон гүйлгээний утга зэргийг үнэн зөв, гаргацтай бөглөх. Алдаатай, буруу эсхүл дутуу бөглөсний улмаас гуйвуулга саатах эсхүл буцаагдах магадлалтайг анхаарна уу..
БНХАУ-руу Юань гуйвуулах бол хүлээн авагчийн нэр, банкны мэдээллийг ХАНЗ бичлэгээр авчрах. Зөвхөн Эрээн хотын салбар эсхүл Хятадын Хөдөө Аж Ахуйн Банкны картын дансруу мөнгө шилжүүлэх тохиолдолд дээр дурьдсан мэдээллүүдийг ханзаар авчрах шаардлагагүй..
Европ болон Карибын улсууд руу Евро шилжүүлэх тохиолдолд IBAN дугаарыг бичих шаардлагатай..
Хэрэв бараа бүтээгдэхүүн бол бараа бүтээгдэхүүний нэхэмжлэлийн хуулбар.."
https://www.xacbank.mn/product/58,Биет хөрөнгийг даатгуулахад тавигдах шаардлага,Эд хөрөнгийн даатгал,"Өмчлөгч эзэмшигч нь тодорхой байх..
Зах зээлийн үнэ тодорхойлогдохуйц байх..
Бусад хөрөнгөөс ялгагдах дахин давтагдахгүй сериал дугаар, онцлогтой байх.."
https://www.xacbank.mn/product/58,Биет хөрөнгөнд учрах боломжит эрсдэлүүд,Эд хөрөнгийн даатгал,"Бүх төрлийн гал болон дэлбэрэлтийн..
Бүх төрлийн байгалийн..
Цахилгаан эрчим хүчний хэлбэлзэлийн..
Сантехникийн..
Хулгай дээрмийн..
Гуравдагч этгээдийн санаатай болон санамсаргүй үйлдлийн..
Ахуйн..
Далд гэмтлийн.."
https://www.xacbank.mn/product/58,Шаардлагатай бичиг баримтын жагсаалт,Эд хөрөнгийн даатгал,"Өмчлөгч, эзэмшигчийн мэдээлэл - Иргэний үнэмлэх, Байгууллагын гэрчилгээ..
Хөрөнгийн гэрчилгээ, бичиг баримт..
Хөрөнгийн нэр, марк, серийн дугаар болон бусад шаардлагатай мэдээллүүд..
Хөрөнгийн зах зээлийн үнэлгээ, эсвэл худалдан авсан санхүүгийн баримт**.."
https://www.xacbank.mn/product/58,Нөхөн төлбөрийн тохиолдолд бүрдүүлэх материалын жагсаалт,Эд хөрөнгийн даатгал,"Даатгуулагчийн өргөдөл..
Холбогдох эрх бүхий байгууллагын дүгнэлт. (Жишээ нь: СӨХ, Конторын дүгнэлт г.м)..
Хохирлын үнэлгээний тайлан..
Даатгалын гэрээ, гэрээт баталгааны эх хувь..
Бусад шаардлагатай материал.."
https://www.xacbank.mn/product/59,Авто тээврийн хэрэсэлд учрах боломжит эрсдэлүүд,Авто тээврийн хэрэгслийн даатгал,"Тээврийн хэрэгслийн осол..
Гуравдагч этгээдийн санаатай үйлдэл..
Сантехникийн эрсдэл..
Галын эрсдэл..
Байгалийн хүчний үйлчлэл..
Хулгай дээрэм..
Жолоочийн гэнэтийн осол.."
